Identifiant	Fasta_Identifiant	Beginning_Domain	End_Domain	Iteration_0	Iteration_1	Iteration_2	Iteration_3	Iteration_4	Iteration_5	Iteration_6	For_Next_Iteration	Manual_Verification	True_CoBaHMA
UniRef100_A0A352AL50	UniRef100_A0A352AL50_0	14	106	True	True	True	True	True	True	True	False		True
UniRef100_A0A367QWB6	UniRef100_A0A367QWB6_0	25	111	True	True	True	False	False	True	False	False		True
UniRef100_A0A3C0N2D1	UniRef100_A0A3C0N2D1_0	5	95	True	True	True	True	False	True	True	False		True
UniRef100_A0A3D1PAW1	UniRef100_A0A3D1PAW1_0	14	100	True	True	True	False	True	True	False	False		True
UniRef100_A0A3M1L151	UniRef100_A0A3M1L151_0	23	114	True	True	True	True	True	True	True	False		True
UniRef100_A0A538KHX2	UniRef100_A0A538KHX2_0	9	95	True	True	True	True	False	True	True	False		True
UniRef100_A0A654SMR3	UniRef100_A0A654SMR3_0	25	111	True	True	True	True	False	True	False	False		True
UniRef100_A0A6B3MFP3	UniRef100_A0A6B3MFP3_0	21	104	True	True	True	True	False	True	False	False		True
UniRef100_A0A6J4RF88	UniRef100_A0A6J4RF88_0	7	91	True	True	True	True	True	True	True	False		True
UniRef100_A0A6J4RR10	UniRef100_A0A6J4RR10_0	8	95	True	True	True	True	True	True	True	False		True
UniRef100_A0A6J4S2B3	UniRef100_A0A6J4S2B3_0	1	86	True	True	True	True	False	True	True	False		True
UniRef100_A0A6J4SEA1	UniRef100_A0A6J4SEA1_0	10	88	True	True	True	True	True	True	True	False		True
UniRef100_A0A6J4SR88	UniRef100_A0A6J4SR88_0	1	88	True	True	True	True	True	True	True	False		True
UniRef100_A0A6M0EUV2	UniRef100_A0A6M0EUV2_0	21	114	True	True	True	True	False	True	True	False		True
UniRef100_A0A6P1AF84	UniRef100_A0A6P1AF84_0	21	107	True	True	True	False	False	True	False	False		True
UniRef100_A0A6P1ZP13	UniRef100_A0A6P1ZP13_0	25	111	True	True	True	True	False	True	False	False		True
UniRef100_A0A7S6RCV5	UniRef100_A0A7S6RCV5_0	25	111	True	True	True	False	True	True	False	False		True
UniRef100_A0A7W0THA8	UniRef100_A0A7W0THA8_0	5	91	True	True	True	True	True	True	True	False		True
UniRef100_A0A844MCK3	UniRef100_A0A844MCK3_0	27	110	True	True	True	False	False	True	False	False		True
UniRef100_A0A844MSQ9	UniRef100_A0A844MSQ9_0	10	97	True	True	True	True	True	True	True	False		True
UniRef100_A0A846H697	UniRef100_A0A846H697_0	25	108	True	True	True	True	False	False	False	False		True
UniRef100_A0A856MMY5	UniRef100_A0A856MMY5_0	25	108	True	True	True	True	False	False	False	False		True
UniRef100_A0ZAK8	UniRef100_A0ZAK8_0	25	111	True	True	True	True	False	True	False	False		True
UniRef100_B1WQM7	UniRef100_B1WQM7_0	22	113	True	True	True	True	True	True	True	False		True
UniRef100_B4VZK5	UniRef100_B4VZK5_0	21	115	True	True	True	True	True	True	False	False		True
UniRef100_B7K019	UniRef100_B7K019_0	14	107	True	True	True	True	True	True	True	False		True
UniRef100_B7KE56	UniRef100_B7KE56_0	20	113	True	True	True	True	False	True	True	False		True
UniRef100_D7DWV0	UniRef100_D7DWV0_0	14	97	True	True	True	True	False	True	False	False		True
UniRef100_E0U924	UniRef100_E0U924_0	19	113	True	True	True	False	False	True	False	False		True
UniRef100_K9R0N1	UniRef100_K9R0N1_0	25	110	True	True	True	True	False	True	False	False		True
UniRef100_K9X7Z1	UniRef100_K9X7Z1_0	10	96	True	True	True	False	False	True	False	False		True
UniRef100_Q3M2X7	UniRef100_Q3M2X7_0	24	108	True	True	True	False	False	True	False	False		True
UniRef100_A0A0P7XXI7	UniRef100_A0A0P7XXI7_0	12	102	True	True	True	True	True	True	True	False		True
UniRef100_A0A485CLF8	UniRef100_A0A485CLF8_0	1	86	True	True	True	True	True	True	True	False		True
UniRef100_A0A661PMJ7	UniRef100_A0A661PMJ7_0	11	102	True	True	True	True	True	True	True	False		True
UniRef100_A0A351KX86	UniRef100_A0A351KX86_0	168	244	True	True	True	True	True	True	True	False		True
UniRef100_A0A351KX86	UniRef100_A0A351KX86_1	11	84	True	True	True	False	False	False	False	False		True
UniRef100_A0A355DTY6	UniRef100_A0A355DTY6_0	184	260	True	True	True	False	True	True	True	False		True
UniRef100_A0A355DTY6	UniRef100_A0A355DTY6_1	11	84	True	True	True	False	False	False	False	False		True
UniRef100_A0A1Q4RV65	UniRef100_A0A1Q4RV65_0	1	77	True	True	True	True	True	True	False	False		True
UniRef100_A0A348RZ36	UniRef100_A0A348RZ36_0	24	121	True	True	True	True	True	False	False	False		True
UniRef100_A0A536AX33	UniRef100_A0A536AX33_0	1	85	True	True	True	True	True	False	False	False		True
UniRef100_A0A838VNF3	UniRef100_A0A838VNF3_0	1	90	True	True	True	True	True	False	False	False		True
UniRef100_A0A0S3UCN3	UniRef100_A0A0S3UCN3_0	429	509	True	True	True	True	True	True	True	False		True
UniRef100_A0A841V906	UniRef100_A0A841V906_0	431	506	True	True	True	False	True	True	False	False		True
UniRef100_E0UKP5	UniRef100_E0UKP5_0	427	500	True	True	True	False	True	True	False	False		True
UniRef100_A0A1E8EYI9	UniRef100_A0A1E8EYI9_0	35	117	True	True	True	True	True	True	True	False		True
UniRef100_A0A1G7UG50	UniRef100_A0A1G7UG50_0	33	117	True	True	True	True	True	True	True	False		True
UniRef100_A0A1H3MDK4	UniRef100_A0A1H3MDK4_0	30	113	True	True	True	True	True	True	True	False		True
UniRef100_A0A1J1CTN7	UniRef100_A0A1J1CTN7_0	34	118	True	True	True	True	True	True	True	False		True
UniRef100_A0A2G6CKA1	UniRef100_A0A2G6CKA1_0	24	109	True	True	True	True	True	True	True	False		True
UniRef100_A0A2G6FCK7	UniRef100_A0A2G6FCK7_0	30	114	True	True	True	True	True	True	True	False		True
UniRef100_A0A2M7KLA2	UniRef100_A0A2M7KLA2_0	21	106	True	True	True	True	True	True	True	False		True
UniRef100_A0A2U3L812	UniRef100_A0A2U3L812_0	28	112	True	True	True	True	True	True	True	False		True
UniRef100_A0A3D1UCM0	UniRef100_A0A3D1UCM0_0	15	97	True	True	True	True	True	True	True	False		True
UniRef100_A0A424Y428	UniRef100_A0A424Y428_0	29	113	True	True	True	True	True	True	True	False		True
UniRef100_A0A450TA22	UniRef100_A0A450TA22_0	31	114	True	True	True	True	True	True	True	False		True
UniRef100_A0A6C1PLR7	UniRef100_A0A6C1PLR7_0	29	114	True	True	True	True	True	True	True	False		True
UniRef100_A0A6J4XDG8	UniRef100_A0A6J4XDG8_0	27	112	True	True	True	True	True	True	True	False		True
UniRef100_A0A6J4Y4T8	UniRef100_A0A6J4Y4T8_0	27	111	True	True	True	True	True	True	True	False		True
UniRef100_A0A7I8MY82	UniRef100_A0A7I8MY82_0	26	112	True	True	True	True	True	True	True	False		True
UniRef100_A0A7Y2I4F7	UniRef100_A0A7Y2I4F7_0	30	114	True	True	True	True	True	True	True	False		True
UniRef100_A0A7Y3AEL2	UniRef100_A0A7Y3AEL2_0	31	114	True	True	True	True	True	True	True	False		True
UniRef100_V4J9W1	UniRef100_V4J9W1_0	29	114	True	True	True	True	True	True	True	False		True
UniRef100_V5WE85	UniRef100_V5WE85_0	27	109	True	True	True	True	True	True	True	False		True
UniRef100_A0A120FJA0	UniRef100_A0A120FJA0_0	15	93	True	True	True	False	True	False	False	False		True
UniRef100_A0A6A7YBS9	UniRef100_A0A6A7YBS9_0	41	114	True	True	True	True	True	True	True	False		True
UniRef100_A0A2U3L2W0	UniRef100_A0A2U3L2W0_0	1	79	True	True	True	True	True	True	True	False		True
UniRef100_A0A534ZMP5	UniRef100_A0A534ZMP5_0	1	87	True	True	True	True	False	True	True	False		True
UniRef100_A0A0H5B664	UniRef100_A0A0H5B664_0	1	73	True	True	True	True	True	True	True	False		True
UniRef100_A0A1G7GEC6	UniRef100_A0A1G7GEC6_0	1	73	True	True	True	True	True	True	True	False		True
UniRef100_A0A6P1AGU4	UniRef100_A0A6P1AGU4_0	177	260	True	True	True	True	True	True	True	False		True
UniRef100_A0A6P1AGU4	UniRef100_A0A6P1AGU4_1	6	84	True	True	True	True	True	True	False	False		True
UniRef100_E0U920	UniRef100_E0U920_0	168	251	True	True	True	True	True	False	False	False		True
UniRef100_E0U920	UniRef100_E0U920_0	6	84	True	True	True	True	True	True	False	False		True
UniRef100_A0A060DQS1	UniRef100_A0A060DQS1_0	1	80	True	True	True	True	True	True	True	False		True
UniRef100_A0A0B1TUN7	UniRef100_A0A0B1TUN7_0	1	73	True	True	True	True	True	True	True	False		True
UniRef100_A0A0F2RYR4	UniRef100_A0A0F2RYR4_0	1	83	True	True	True	True	True	True	True	False		True
UniRef100_A0A1F4KBL4	UniRef100_A0A1F4KBL4_0	1	76	True	True	True	True	True	True	True	False		True
UniRef100_A0A1H8ZXA3	UniRef100_A0A1H8ZXA3_0	3	84	True	True	True	True	True	True	True	False		True
UniRef100_A0A2V2G6L9	UniRef100_A0A2V2G6L9_0	6	86	True	True	True	True	True	True	True	False		True
UniRef100_A0A352LP97	UniRef100_A0A352LP97_0	1	82	True	True	True	True	True	True	True	False		True
UniRef100_A0A5C7T941	UniRef100_A0A5C7T941_0	1	80	True	True	True	True	True	True	True	False		True
UniRef100_A0A6A8QF43	UniRef100_A0A6A8QF43_0	1	81	True	True	True	True	True	True	True	False		True
UniRef100_A0A7R6WAE3	UniRef100_A0A7R6WAE3_0	1	80	True	True	True	True	True	True	True	False		True
UniRef100_A4YAC7	UniRef100_A4YAC7_0	30	110	True	True	True	True	True	True	True	False		True
UniRef100_I0HTR6	UniRef100_I0HTR6_0	15	97	True	True	True	True	True	True	True	False		True
UniRef100_Q5P8B6	UniRef100_Q5P8B6_0	4	86	True	True	True	True	True	True	True	False		True
UniRef100_A0A135YPH7	UniRef100_A0A135YPH7_0	66	142	True	True	True	True	True	True	True	False		True
UniRef100_A0A1Q6QD87	UniRef100_A0A1Q6QD87_0	28	119	True	True	True	True	True	True	True	False		True
UniRef100_A0A1Q7DC32	UniRef100_A0A1Q7DC32_0	3	91	True	True	True	True	True	True	True	False		True
UniRef100_A0A371IS60	UniRef100_A0A371IS60_0	33	119	True	True	True	True	True	True	True	False		True
UniRef100_A0A3D5IF75	UniRef100_A0A3D5IF75_0	36	119	True	True	True	True	True	True	True	False		True
UniRef100_A0A538R1S0	UniRef100_A0A538R1S0_0	1	95	True	True	True	True	False	False	False	False		True
UniRef100_A0A4P8L413	UniRef100_A0A4P8L413_0	34	117	True	True	True	True	True	True	True	False		True
UniRef100_A0A0S8FBP2	UniRef100_A0A0S8FBP2_0	1	85	True	True	True	True	False	False	False	False		True
UniRef100_A0A4Y9SN17	UniRef100_A0A4Y9SN17_0	1	84	True	True	True	True	False	False	False	False		True
UniRef100_A0A545SE55	UniRef100_A0A545SE55_0	1	85	True	True	True	True	False	False	False	False		True
UniRef100_A0A5B8N6H0	UniRef100_A0A5B8N6H0_0	1	84	True	True	True	True	False	False	False	False		True
UniRef100_A0A6B8M237	UniRef100_A0A6B8M237_0	2	85	True	True	True	True	False	False	False	False		True
UniRef100_A0A439Z983	UniRef100_A0A439Z983_0	1	77	True	True	True	True	False	False	False	False		True
UniRef100_A0A441TTP0	UniRef100_A0A441TTP0_0	1	77	True	True	True	True	False	False	False	False		True
UniRef100_A0A537RUU6	UniRef100_A0A537RUU6_0	1	68	True	True	True	False	False	False	False	False		True
UniRef100_A0A1Y6D822	UniRef100_A0A1Y6D822_0	1	90	True	True	True	True	True	True	True	False		True
UniRef100_A0A2T3XN59	UniRef100_A0A2T3XN59_0	1	96	True	True	True	True	True	True	True	False		True
UniRef100_A0A7X1PDX4	UniRef100_A0A7X1PDX4_0	1	86	True	True	True	True	True	True	True	False		True
UniRef100_A0A1Z4IAU4	UniRef100_A0A1Z4IAU4_0	1	98	True	True	True	True	True	True	True	False		True
UniRef100_A0A0X8WUE7	UniRef100_A0A0X8WUE7_0	4	79	True	True	True	True	True	False	False	False		True
UniRef100_A0A1T4W248	UniRef100_A0A1T4W248_0	11	89	True	True	True	True	True	True	True	False		True
UniRef100_A0A212LF52	UniRef100_A0A212LF52_0	19	94	True	True	True	True	True	True	True	False		True
UniRef100_A0A378XHY4	UniRef100_A0A378XHY4_0	6	87	True	True	True	True	True	True	True	False		True
UniRef100_I2BBJ3	UniRef100_I2BBJ3_0	15	88	True	True	True	True	True	True	False	False		True
UniRef100_A0A0K1PF41	UniRef100_A0A0K1PF41_0	4	89	True	True	True	True	True	True	True	False		True
UniRef100_A0A6N7PTC5	UniRef100_A0A6N7PTC5_0	1	100	True	True	True	True	True	True	True	False		True
UniRef100_A0A1A6FPT0	UniRef100_A0A1A6FPT0_0	1	101	True	True	True	True	False	False	False	False		True
UniRef100_A0A1M3N6F4	UniRef100_A0A1M3N6F4_0	1	79	True	True	True	True	True	True	True	False		True
UniRef100_A0A501PFG6	UniRef100_A0A501PFG6_0	1	79	True	True	True	True	True	True	True	False		True
UniRef100_A0A5M8FKU4	UniRef100_A0A5M8FKU4_0	6	104	True	True	True	True	True	True	True	False		True
UniRef100_A0A1M4UKF2	UniRef100_A0A1M4UKF2_0	69	141	True	True	True	False	True	True	False	False		True
UniRef100_A0A378NUL5	UniRef100_A0A378NUL5_0	72	151	True	True	True	True	True	True	False	False		True
UniRef100_A0A4Q2WC18	UniRef100_A0A4Q2WC18_0	78	159	True	True	True	True	True	True	False	False		True
UniRef100_A0A848BMR3	UniRef100_A0A848BMR3_0	80	159	True	True	True	True	True	True	True	False		True
UniRef100_C9LXA9	UniRef100_C9LXA9_0	87	168	True	True	True	True	True	True	True	False		True
UniRef100_H5Y3X3	UniRef100_H5Y3X3_0	66	138	True	True	True	False	True	True	True	False		True
UniRef100_A0A1G7GDV4	UniRef100_A0A1G7GDV4_0	25	100	True	True	True	True	True	False	False	False		True
UniRef100_A0A7C7VZY3	UniRef100_A0A7C7VZY3_0	16	89	True	True	True	True	True	False	False	False		True
UniRef100_A0A7D5RVV8	UniRef100_A0A7D5RVV8_0	13	87	True	True	True	True	True	False	False	False		True
UniRef100_A0A7X8C9Q4	UniRef100_A0A7X8C9Q4_0	16	87	True	True	True	True	True	False	False	False		True
UniRef100_Q210N4	UniRef100_Q210N4_0	27	101	True	True	True	True	False	False	False	False		True
UniRef100_Q2RQJ9	UniRef100_Q2RQJ9_0	18	92	True	True	True	True	True	False	False	False		True
UniRef100_A0A841V7F9	UniRef100_A0A841V7F9_0	23	122	True	True	True	True	False	False	True	False		True
UniRef100_E0U939	UniRef100_E0U939_0	5	114	True	True	True	True	False	True	False	False		True
UniRef100_A0A0K9I8D3	UniRef100_A0A0K9I8D3_0	1	93	True	True	True	True	True	True	True	False		True
UniRef100_A0A1T4W2T1	UniRef100_A0A1T4W2T1_0	1	87	True	True	True	True	True	True	True	False		True
UniRef100_A0A2G6N8U9	UniRef100_A0A2G6N8U9_0	1	83	True	True	True	True	True	True	True	False		True
UniRef100_A0A661T116	UniRef100_A0A661T116_0	1	95	True	True	True	True	True	True	True	False		True
UniRef100_A0A7Z9XS97	UniRef100_A0A7Z9XS97_0	1	96	True	True	True	True	True	True	True	False		True
UniRef100_E1QED3	UniRef100_E1QED3_0	1	93	True	True	True	True	True	True	True	False		True
UniRef100_Q315V5	UniRef100_Q315V5_0	1	86	True	True	True	True	True	True	True	False		True
UniRef100_A0A017H2Y2	UniRef100_A0A017H2Y2_0	12	93	True	True	True	True	False	True	True	False		True
UniRef100_A0A1E8EYV7	UniRef100_A0A1E8EYV7_0	11	93	True	True	True	True	False	False	False	False		True
UniRef100_A0A1H3MD70	UniRef100_A0A1H3MD70_0	10	91	True	True	True	True	False	False	False	False		True
UniRef100_A0A5N7IIZ2	UniRef100_A0A5N7IIZ2_0	10	90	True	True	True	True	True	True	True	False		True
UniRef100_A0A7L6AU09	UniRef100_A0A7L6AU09_0	5	80	True	True	True	False	False	False	True	False		True
UniRef100_A0A1U7M7F2	UniRef100_A0A1U7M7F2_0	13	108	True	True	True	True	True	True	True	False		True
UniRef100_A0A231P312	UniRef100_A0A231P312_0	10	75	True	True	True	True	True	True	False	False		True
UniRef100_A0A3D8YX63	UniRef100_A0A3D8YX63_0	1	82	True	True	True	True	True	True	True	False		True
UniRef100_A0A6P1HK34	UniRef100_A0A6P1HK34_0	7	84	True	True	True	False	False	False	False	False		True
UniRef100_A0A1Q4RTZ3	UniRef100_A0A1Q4RTZ3_0	3	84	True	True	True	True	True	True	True	False		True
UniRef100_A0A3S1ISS5	UniRef100_A0A3S1ISS5_0	1	87	True	True	True	True	False	False	False	False		True
UniRef100_A0A0S3UCN9	UniRef100_A0A0S3UCN9_0	28	117	True	True	True	False	True	False	False	False		True
UniRef100_A0A2T5G0I5	UniRef100_A0A2T5G0I5_0	1	82	True	True	True	True	True	True	True	False		True
UniRef100_B4W4L8	UniRef100_B4W4L8_1	6	84	True	True	True	True	True	True	False	False		True
UniRef100_B4W4L8	UniRef100_B4W4L8_0	194	277	True	True	True	True	True	True	True	False		True
UniRef100_B7KE60	UniRef100_B7KE60_0	6	84	True	True	True	True	True	True	False	False		True
UniRef100_B7KE60	UniRef100_B7KE60_0	182	265	True	True	True	True	True	False	False	False		True
UniRef100_A0A128EFD5	UniRef100_A0A128EFD5_0	16	91	True	True	True	True	False	True	False	False		True
UniRef100_A0A329ZIL6	UniRef100_A0A329ZIL6_0	18	120	True	True	True	True	False	True	True	False		True
UniRef100_A0A3D8IDA0	UniRef100_A0A3D8IDA0_0	22	99	True	True	True	False	False	True	False	False		True
UniRef100_A0A5B7X8E9	UniRef100_A0A5B7X8E9_0	14	89	True	True	True	False	False	False	False	False		True
UniRef100_A0A7M1LGN0	UniRef100_A0A7M1LGN0_0	15	94	True	True	True	True	False	False	False	False		True
UniRef100_A0A2U3L821	UniRef100_A0A2U3L821_0	6	99	True	True	True	True	True	True	False	False		True
UniRef100_A0A6J4XAY3	UniRef100_A0A6J4XAY3_0	1	94	True	True	True	True	True	True	False	False		True
UniRef100_A0A0X8JQ54	UniRef100_A0A0X8JQ54_0	1	77	True	True	True	True	True	True	True	False		True
UniRef100_A0A1G6EW64	UniRef100_A0A1G6EW64_0	1	74	True	True	True	True	True	True	True	False		True
UniRef100_A0A2T5C9B6	UniRef100_A0A2T5C9B6_0	1	70	True	True	True	True	True	False	False	False		True
UniRef100_A0A523A891	UniRef100_A0A523A891_0	2	80	True	True	True	True	True	True	True	False		True
UniRef100_A0A7C5FW56	UniRef100_A0A7C5FW56_0	4	102	True	True	True	True	True	True	True	False		True
UniRef100_A0A7V4XH14	UniRef100_A0A7V4XH14_0	1	86	True	True	True	True	False	False	False	False		True
UniRef100_A0A1X9LDH0	UniRef100_A0A1X9LDH0_0	13	106	True	True	True	True	True	True	True	False		True
UniRef100_E0UKP8	UniRef100_E0UKP8_0	8	99	True	True	True	True	True	True	True	False		True
UniRef100_A0A1T4W1Y9	UniRef100_A0A1T4W1Y9_0	1	73	True	True	True	True	True	True	True	False		True
UniRef100_A0A7Y8MR09	UniRef100_A0A7Y8MR09_0	11	94	True	True	True	False	False	False	False	False		True
UniRef100_A0A522UX08	UniRef100_A0A522UX08_0	2	74	True	True	True	True	True	True	True	False		True
UniRef100_A0A6I1EQ72	UniRef100_A0A6I1EQ72_0	1	73	True	True	True	True	False	True	False	False		True
UniRef100_R7KRS5	UniRef100_R7KRS5_0	4	87	True	True	True	True	False	True	True	False		True
UniRef100_A0A348YNR3	UniRef100_A0A348YNR3_0	21	94	True	True	True	True	True	True	True	False		True
UniRef100_D5C0X9	UniRef100_D5C0X9_0	6	82	True	True	True	True	True	True	True	False		True
UniRef100_F5YIT7	UniRef100_F5YIT7_0	1	74	True	True	True	True	True	True	True	False		True
UniRef100_A0A3D3CJH3	UniRef100_A0A3D3CJH3_0	1	67	True	True	True	True	True	True	True	False		True
UniRef100_H0UJM9	UniRef100_H0UJM9_0	1	69	True	True	True	True	True	True	True	False		True
UniRef100_A0A3D1UE04	UniRef100_A0A3D1UE04_0	13	96	True	True	True	True	True	True	False	False		True
UniRef100_A0A7Y7D303	UniRef100_A0A7Y7D303_0	1	84	True	True	True	True	True	True	True	False		True
UniRef100_A0A7W7Y3P5	UniRef100_A0A7W7Y3P5_0	17	90	True	True	True	True	True	True	True	False		True
UniRef100_A0A0B0Q544	UniRef100_A0A0B0Q544_0	1	69	True	True	True	True	True	True	True	False		True
UniRef100_A0A0D2GKP7	UniRef100_A0A0D2GKP7_0	9	83	True	True	True	True	True	True	True	False		True
UniRef100_A0A1G6X0G3	UniRef100_A0A1G6X0G3_0	1	73	True	True	True	True	True	True	True	False		True
UniRef100_A0A1G9GYU2	UniRef100_A0A1G9GYU2_0	5	80	True	True	True	True	True	True	True	False		True
UniRef100_A0A1L6LBI1	UniRef100_A0A1L6LBI1_0	8	82	True	True	True	True	True	True	True	False		True
UniRef100_A0A1Q3H7Q6	UniRef100_A0A1Q3H7Q6_0	6	80	True	True	True	True	True	True	True	False		True
UniRef100_A0A1T4W298	UniRef100_A0A1T4W298_0	2	77	True	True	True	True	True	True	True	False		True
UniRef100_A0A1V1P686	UniRef100_A0A1V1P686_0	1	76	True	True	True	True	True	True	True	False		True
UniRef100_A0A1V4S8F3	UniRef100_A0A1V4S8F3_0	5	80	True	True	True	True	True	True	True	False		True
UniRef100_A0A2D3VWF2	UniRef100_A0A2D3VWF2_0	13	85	True	True	True	True	True	True	True	False		True
UniRef100_A0A2G2DR72	UniRef100_A0A2G2DR72_0	18	94	True	True	True	True	True	True	True	False		True
UniRef100_A0A2G6E692	UniRef100_A0A2G6E692_0	7	82	True	True	True	True	True	True	True	False		True
UniRef100_A0A2G6FTB8	UniRef100_A0A2G6FTB8_0	18	94	True	True	True	True	True	True	True	False		True
UniRef100_A0A2G6N9C6	UniRef100_A0A2G6N9C6_0	8	83	True	True	True	True	True	True	True	False		True
UniRef100_A0A2G6NCH6	UniRef100_A0A2G6NCH6_0	2	77	True	True	True	True	True	True	True	False		True
UniRef100_A0A2G6NQL8	UniRef100_A0A2G6NQL8_0	5	75	True	True	True	True	True	True	True	False		True
UniRef100_A0A318D2B3	UniRef100_A0A318D2B3_0	7	83	True	True	True	True	True	True	True	False		True
UniRef100_A0A357YUP6	UniRef100_A0A357YUP6_0	18	94	True	True	True	True	True	True	True	False		True
UniRef100_A0A3C1BRP4	UniRef100_A0A3C1BRP4_0	1	74	True	True	True	True	True	True	True	False		True
UniRef100_A0A401G2Q9	UniRef100_A0A401G2Q9_0	16	91	True	True	True	True	True	True	True	False		True
UniRef100_A0A496S9P8	UniRef100_A0A496S9P8_0	1	75	True	True	True	True	True	True	True	False		True
UniRef100_A0A4P5V4R6	UniRef100_A0A4P5V4R6_0	11	87	True	True	True	True	True	True	True	False		True
UniRef100_A0A4P8L7H6	UniRef100_A0A4P8L7H6_0	7	83	True	True	True	True	True	True	True	False		True
UniRef100_A0A521U757	UniRef100_A0A521U757_0	1	73	True	True	True	True	True	True	True	False		True
UniRef100_A0A5B9TUT4	UniRef100_A0A5B9TUT4_0	1	72	True	True	True	True	True	True	True	False		True
UniRef100_A0A5K7ZV58	UniRef100_A0A5K7ZV58_0	5	80	True	True	True	True	True	True	True	False		True
UniRef100_A0A5Q4VE27	UniRef100_A0A5Q4VE27_0	2	76	True	True	True	True	True	True	True	False		True
UniRef100_A0A6L9LZE3	UniRef100_A0A6L9LZE3_0	2	77	True	True	True	True	True	True	True	False		True
UniRef100_A0A7C4N3M5	UniRef100_A0A7C4N3M5_0	4	80	True	True	True	True	True	True	True	False		True
UniRef100_A0A7C9IWV9	UniRef100_A0A7C9IWV9_0	8	79	True	True	True	True	True	True	True	False		True
UniRef100_A0A7K1KKP8	UniRef100_A0A7K1KKP8_0	2	77	True	True	True	True	True	True	True	False		True
UniRef100_A0A7M1LI70	UniRef100_A0A7M1LI70_0	1	72	True	True	True	True	True	True	True	False		True
UniRef100_A0A7M3MDX6	UniRef100_A0A7M3MDX6_0	6	78	True	True	True	True	True	True	True	False		True
UniRef100_D8F5K4	UniRef100_D8F5K4_0	5	80	True	True	True	True	True	True	True	False		True
UniRef100_E1QED2	UniRef100_E1QED2_0	6	83	True	True	True	True	True	True	True	False		True
UniRef100_F2NC55	UniRef100_F2NC55_0	1	74	True	True	True	True	True	True	True	False		True
UniRef100_T2G8C2	UniRef100_T2G8C2_0	1	68	True	True	True	True	True	True	True	False		True
UniRef100_G4E7T5	UniRef100_G4E7T5_0	1	81	True	True	True	True	True	True	True	False		True
UniRef100_A0A251XA19	UniRef100_A0A251XA19_0	5	80	True	True	True	True	True	True	False	False		True
UniRef100_A0A0D8I9K8	UniRef100_A0A0D8I9K8_0	17	101	True	True	True	True	True	True	True	False		True
UniRef100_A0A0K2JAE7	UniRef100_A0A0K2JAE7_0	9	83	True	True	True	True	True	True	True	False		True
UniRef100_A0A0M1VUA0	UniRef100_A0A0M1VUA0_0	14	84	True	True	True	True	True	True	True	False		True
UniRef100_A0A133NET9	UniRef100_A0A133NET9_0	9	79	True	True	True	True	True	True	True	False		True
UniRef100_A0A377GW50	UniRef100_A0A377GW50_0	13	87	True	True	True	True	True	True	True	False		True
UniRef100_A0A177Q9J8	UniRef100_A0A177Q9J8_0	39	119	True	True	True	True	False	True	False	False		True
UniRef100_A0A1W1I9M9	UniRef100_A0A1W1I9M9_0	40	120	True	True	True	True	False	True	True	False		True
UniRef100_A0A3D8YV27	UniRef100_A0A3D8YV27_0	21	93	True	True	True	True	True	False	False	False		True
UniRef100_A0A5J5I524	UniRef100_A0A5J5I524_0	21	93	True	True	True	True	True	False	False	False		True
UniRef100_A0A1W9WRJ5	UniRef100_A0A1W9WRJ5_0	3	79	True	True	True	True	True	True	True	False		True
UniRef100_A0A0A0X4Y4	UniRef100_A0A0A0X4Y4_0	2	77	True	True	True	False	False	True	True	False		True
UniRef100_A0A562S911	UniRef100_A0A562S911_0	3	75	True	True	True	True	True	True	True	False		True
UniRef100_A0A1M7YR86	UniRef100_A0A1M7YR86_0	1	80	True	True	True	False	False	False	False	False		True
UniRef100_A0A4U1BR67	UniRef100_A0A4U1BR67_0	1	80	True	True	True	True	False	False	False	False		True
UniRef100_A0A0A5I5Q1	UniRef100_A0A0A5I5Q1_0	19	94	True	True	True	True	True	True	True	False		True
UniRef100_A0A1B1LIA0	UniRef100_A0A1B1LIA0_0	19	94	True	True	True	True	True	True	False	False		True
UniRef100_A0A1E5L5J1	UniRef100_A0A1E5L5J1_0	18	95	True	True	True	False	True	True	True	False		True
UniRef100_A0A1L3MRB3	UniRef100_A0A1L3MRB3_0	19	96	True	True	True	True	True	True	True	False		True
UniRef100_A0A3D8YV28	UniRef100_A0A3D8YV28_0	19	96	True	True	True	True	True	True	True	False		True
UniRef100_A0A2K8T286	UniRef100_A0A2K8T286_0	116	205	True	True	True	False	False	False	False	False		True
UniRef100_A0A1W9WFA7	UniRef100_A0A1W9WFA7_0	30	113	True	True	True	True	True	False	True	False		True
UniRef100_A0A1W9WSZ0	UniRef100_A0A1W9WSZ0_0	5	88	True	True	True	True	True	True	False	False		True
UniRef100_A0A2G6FBK5	UniRef100_A0A2G6FBK5_0	7	90	True	True	True	True	True	True	True	False		True
UniRef100_A0A2M7KL94	UniRef100_A0A2M7KL94_0	9	91	True	True	True	True	False	False	False	False		True
UniRef100_A0A1G0LG68	UniRef100_A0A1G0LG68_0	2	83	True	True	True	True	True	True	False	False		True
UniRef100_A0A1G0LIC4	UniRef100_A0A1G0LIC4_0	2	84	True	True	True	True	True	True	True	False		True
UniRef100_A0A6F9WTH6	UniRef100_A0A6F9WTH6_0	1	83	True	True	True	True	True	True	True	False		True
UniRef100_A0A6V8LSH3	UniRef100_A0A6V8LSH3_0	1	82	True	True	True	True	False	False	False	False		True
